950320.20999908,800114.30000019,3466.47998047
950320.11000061,800120.47999954,3464.89990234
950319.98999977,800126.29000092,3462.55004883
950320.35000038,800140.83000183,3476.31005859
950320.45999908,800145.77999878,3480.42993164
950320.54000092,800151.18999863,3483.97998047
950319.87000084,800134.11000061,3460.79003906
950320.34000015,800154.43000031,3478.60009766
950319.79999924,800140.36000061,3460.07006836
950320.11000061,800148.70999908,3470.76000977
950320.29000092,800160.70000076,3478.45996094
950319.87999916,800150.91999817,3464.51000977
950319.68000031,800146.22000122,3457.68994141
950320.09000015,800158.84000015,3472.27001953
950319.88999939,800157.00999832,3465.90991211
950319.59000015,800152.45999908,3456.22998047
950319.67000008,800160.20999908,3460.20996094
950319.44000053,800162.29999924,3454.06005859
950319.29999924,800167.79000092,3451.07006836
950319.48999977,800173.30999756,3457.87011719
950319.29000092,800177.23000336,3452.75
950319.05999947,800177.94999695,3446.39990234
950318.95999908,800183.98000336,3444.69995117
950318.85000038,800190.02999878,3442.95996094
950318.75,800196.18000031,3441.70996094
950319.29000092,800208.20999908,3460.10009766
950319.09000015,800212.19000244,3455.26000977
950318.57999992,800207.90000153,3439.47998047
950319.20000076,800219.25,3460.11010742
950318.85000038,800216.01999664,3449.13989258
950319.01000023,800223.33999634,3455.37988281
950318.46999931,800217.68000031,3438.62988281
950319.14999962,800227.90000153,3460.39990234
950318.71999931,800223.44000244,3447.22998047
950318.82999992,800229.38000488,3451.79003906
950318.37000084,800224.79000092,3437.37011719
950318.59000015,800229.25,3444.75
950318.19000053,800229.36000061,3433.04003906
950318.37000084,800231.83999634,3438.9699707
950318.10000038,800235.55999756,3431.9699707
950318.19000053,800241.08000183,3435.64990234
950318.25,800246.69000244,3438.7199707
950318.01000023,800247.02999878,3431.79003906
950318.09000015,800252.22999573,3435.23999023
950317.82999992,800251.99000549,3427.59008789
950318.30999947,800257.71000671,3442.89990234
950318.05999947,800258.57000732,3435.77001953
950318.25,800263.96000671,3442.59008789
950318.03000069,800267.13000488,3437.04003906
950317.78000069,800271.30000305,3430.7800293
950317.43000031,800272.1000061,3420.86010742
950317.29999924,800277.96000671,3418.69995117
950317.21999931,800284.17999268,3417.60009766
950317.12000084,800290.30999756,3416.22998047
950316.96999931,800296.05000305,3413.37988281
950316.90999985,800302.32000732,3412.92993164
950316.76000023,800308.27000427,3409.81005859
950316.61000061,800313.71000671,3406.7199707
950316.5,800319.77000427,3404.79003906
950316.39999962,800325.97999573,3403.43994141
950316.25,800331.47000122,3400.35009766
950316.15999985,800337.74000549,3399.2199707
950316,800343.07000732,3395.82006836
950315.93000031,800349.30000305,3395.37011719
950315.88000011,800355.57000732,3395.64990234
950315.77000046,800361.67001343,3394.26000977
950315.60999966,800367.66000366,3391.25
950315.52000046,800374,3390.34008789
950315.44999981,800380.36999512,3390.11010742
950315.30000019,800386.27999878,3387.51000977
950315.23999977,800392.58999634,3387.30004883
950315.07999992,800398.36999512,3384.35009766
950314.98999977,800404.54998779,3383.30004883
950315.39999962,800404.04000854,3395.18994141
950315.01000023,800410.45001221,3385.33007813
950315.46000004,800409.70999146,3398.12988281
950314.89999962,800416.73001099,3383.82006836
950315.27000046,800414.48999023,3393.7199707
950314.72999954,800421.92999268,3380.16992188
950315.07999992,800419.82000732,3389.59008789
950314.61999989,800429.64001465,3378.7199707
950315.23999977,800423.48001099,3395
950315.03999996,800428.76000977,3390.56005859
950314.52999973,800435.76998901,3377.5300293
950314.48999977,800442.1000061,3377.75
950314.42000008,800448.42001343,3377.56005859
950314.31999969,800455.14001465,3376.23999023
950314.69999981,800451.36999512,3386.07006836
950314.21000004,800461.17999268,3374.41992188
950314.55000019,800457.6499939,3383.30004883
950314.82999992,800455.41000366,3390.83007813
950314.22000027,800467.83999634,3376.26000977
950315.09000015,800455.23999023,3398.18994141
950314.71000004,800461.39001465,3388.68994141
950314.93000031,800460.6000061,3395
950315.14000034,800461.73999023,3401.18994141
950314.86999989,800467.19000244,3394.84008789
950313.90999985,800484.11999512,3371.59008789
950313.81000042,800490.22000122,3370.12988281
950313.72999954,800496.45001221,3369.5
950313.63000011,800502.54998779,3368.16992188
950313.53999996,800509,3367.33007813
950313.42000008,800515.20001221,3365.43994141
950313.28999996,800521.76998901,3363.47998047
950313.21000004,800528.20999146,3362.98999023
950313.09000015,800534.52999878,3361.20996094
950318.96999931,800163.88999939,3465.7199707
950318.17000008,800204.38999939,3452.4699707
950320.27000046,800235.05999756,3449.17993164
950320.12999916,800247.67999268,3444.90991211
950319.86000061,800273.11999512,3436.61010742
950317.85000038,800473.23999023,3377.17993164
950317.70999908,800478.80999756,3372.30004883
950317.17000008,800538.26998901,3358.17993164
950317.13999939,800544.54000854,3358.08007813
950323.05999947,800164.19000244,3470.45996094
950322.64999962,800171.65000153,3447.37011719
950322.42000008,800200.59999847,3438.9699707
950322.5,800210.88999939,3445.7800293
950322.37999916,800235.1499939,3442.98999023
950322.14999962,800240.28999329,3429.87988281
950322.29999924,800251.55999756,3440.43994141
950322.04999924,800267.05000305,3428.10009766
950322.27000046,800269.16999817,3441.34008789
950321.96999931,800275.36000061,3424.30004883
950321.62999916,800304.33999634,3408.77001953
950321.47999954,800321.86999512,3401.51000977
950321.42000008,800327.6499939,3398.40991211
950321.39999962,800334.46000671,3397.91992188
950321.29999924,800345.91000366,3393.85009766
950321.27000046,800352.19000244,3392.44995117
950321.21999931,800358.19000244,3390.5300293
950321.15999985,800364.29000854,3388.75
950321.12000084,800370.51000977,3387.06005859
950321.10000038,800377.13000488,3387.26000977
950321.04999924,800383.51000977,3385.80004883
950320.98999977,800389.26998901,3383.2800293
950320.94000053,800395.47000122,3381.59008789
950320.93000031,800401.82998657,3382.2199707
950321.07999992,800404.45999146,3392.06005859
950320.90999985,800408.5,3382.2800293
950321.18000031,800406.48999023,3398.37011719
950320.88999939,800415.29000854,3382.33007813
950320.80999947,800420.04000854,3378.11010742
950321.03000069,800421.01000977,3391.18994141
950321.12000084,800424.67999268,3396.7800293
950321.04000092,800430.29000854,3393.09008789
950320.71999931,800438.94000244,3375.0300293
950320.70000076,800445.26000977,3374.75
950320.67000008,800452.01998901,3373.79003906
950320.63999939,800458.51000977,3372.37011719
950320.61000061,800464.94000244,3371.32006836
950320.52000046,800482.82000732,3368.32006836
950320.48999977,800489.29000854,3367.43994141
950320.46999931,800495.55999756,3366.54003906
950320.43000031,800501.72000122,3365.43994141
950320.38999939,800508.07000732,3364.22998047
950320.35000038,800514.45001221,3362.61010742
950320.31999969,800521.41000366,3361.54003906
950320.26000023,800528,3359.45996094
950320.12999916,800549.79998779,3355.27001953
950323.81999969,800155.54999924,3452.63989258
950323.86000061,800223.30999756,3461.0300293
950323.75,800220.91000366,3450.47998047
950323.79999924,800228.41000366,3455.5300293
950323.55999947,800224.26000214,3433.01000977
950323.53000069,800231.8500061,3430.23999023
950323.70999908,800240.07000732,3447.5
950323.64999962,800242.91999817,3441.56005859
950323.62000084,800257.86999512,3438.79003906
950323.39999962,800273.33999634,3418.56005859
950323.37000084,800279.16000366,3415.87988281
950323.37000084,800285.52000427,3416.81005859
950323.35000038,800291.47999573,3414.44995117
950323.31999969,800297.30000305,3411.41992188
950323.23999977,800308.63000488,3404.27001953
950323.22999954,800314.58000183,3402.23999023
950323.17000008,800340.03999329,3395.51000977
950323.02000046,800412.05999756,3388.55004883
950322.96999931,800422.1000061,3384.19995117
950322.98999977,800432.69000244,3385.97998047
950322.81999969,800471.91000366,3369.88989258
950322.62999916,800533.55999756,3357.15991211
950322.61000061,800539.55999756,3355.39990234
950322.54999924,800554.73001099,3352.18994141
950326.37999916,800119.38999939,3461.57006836
950326.37000084,800126.79000092,3462.58007813
950326.35000038,800143.36000061,3478.56005859
950326.34000015,800149.68999863,3482.08007813
950326.37000084,800131.34000015,3458.12988281
950326.34000015,800146.88999939,3470.35009766
950326.32999992,800153.65999985,3475.55004883
950326.35000038,800139.45000076,3456.09008789
950326.32999992,800160,3476.73999023
950326.34000015,800149.06000137,3460.64990234
950326.35000038,800146.66999817,3454.56005859
950326.34000015,800154.97000122,3463.61010742
950326.32999992,800160.59999847,3449.94995117
950326.32999992,800166.33999634,3447.17993164
950326.30999947,800175.83999634,3444.17993164
950326.29999924,800181.84999847,3442.13989258
950326.29000092,800188.06999969,3440.61010742
950326.28000069,800193.94000244,3438.48999023
950326.26000023,800204.66000366,3436.01000977
950326.23999977,800215.22000122,3448.70996094
950326.23999977,800213.95999908,3433.06005859
950326.21999931,800222.90000153,3444.36010742
950326.21999931,800226.01000214,3438.84008789
950326.20999908,800230.46000671,3449.90991211
950326.20000076,800238.41000366,3437.58007813
950326.18000031,800251.55000305,3429.69995117
950326.18000031,800251.61999512,3423.37988281
950326.17000008,800260.19999695,3444.7199707
950326.17000008,800261.21000671,3421.77001953
950326.17000008,800264.44000244,3440.01000977
950326.15999985,800269.63999939,3435.7800293
950326,800377.82000732,3383.44995117
950325.97999954,800384,3381.97998047
950325.89999962,800423.05999756,3376.01000977
950325.87999916,800431.44000244,3374.25
950325.89999962,800424.95001221,3389.37988281
950325.88999939,800429.01998901,3381.19995117
950325.87999916,800441.52999878,3372.61010742
950325.87000084,800448.02999878,3371.80004883
950325.86000061,800454.19000244,3370.41992188
950325.85000038,800460.92001343,3369.7199707
950325.82999992,800477.01998901,3367.51000977
950325.80999947,800491.67999268,3364.83007813
950325.80999947,800498.02999878,3363.29003906
950325.79000092,800504.44000244,3362.60009766
950325.78000069,800511.10998535,3361.76000977
950325.77000046,800517.6499939,3360.62988281
950325.76000023,800524.22000122,3358.97998047
950325.71999931,800545.82000732,3354.14990234
950325.70000076,800550.45999146,3359.73999023
950326.06999969,800161.18000031,3465.2800293
950325.96999931,800250.3999939,3445.5
950325.97999954,800391.88000488,3380.34008789
950325.92000008,800486.04998779,3368.2800293
950325.22999954,800274.58999634,3431.65991211
950321.75,800265.96000671,3421.34008789
950322.63999939,800108,3467.15991211
950322.17000008,800101.63999999,3469.19995117
950325.98999977,800112.97000027,3464.26000977
950326.04000092,800405.86999512,3388.33007813
950327.53000069,800104.13999987,3465.86010742
950327.20999908,800236.6000061,3427.44995117
950327.17000008,800248.21000671,3437.43994141
950327.10000038,800286.77000427,3411.5
950327.04000092,800322.91000366,3398.15991211
950327.02000046,800330.25,3396.69995117
950326.97999954,800343.83999634,3391.47998047
950326.95000076,800352.8999939,3389.92993164
950326.92000008,800360.86999512,3388.40991211
950326.89999962,800367.79998779,3386.43994141
950326.79999924,800398.1499939,3380.12011719
950326.79000092,800398.95001221,3387.84008789
950326.78000069,800404.36999512,3380.67993164
950326.77000046,800411.11999512,3379.9699707
950327.65999985,800158.52999878,3458.44995117
950327.51000023,800215.36000061,3454.86010742
950327.5,800232.05000305,3440.12988281
950327.51000023,800242.63999939,3425.55004883
950327.40999985,800300.41000366,3407.70996094
950327.14999962,800403.10998535,3394.23999023
950327.07999992,800467.08999634,3368.51000977
950327.77000046,800417.1499939,3377.56005859
950327.72999954,800434.77999878,3379.37011719
950328.35000038,800227.41999817,3428.90991211
950328.34000015,800274.25999451,3414.70996094
950328.34000015,800292.52000427,3409.31005859
950328.36000061,800336.44000244,3393.97998047
950328.79000092,800151.70999908,3450.91992188
950328.70999908,800217.45999908,3439.63989258
950328.76000023,800219.56999969,3431.12988281
950328.79000092,800311.24000549,3402.56005859
950328.62000084,800474.29998779,3372.67993164
950328.76000023,800254.28999329,3440.27001953
950328.87000084,800281.77999878,3417.44995117
950328.75,800409.20999146,3394.60009766
950328.89999962,800423.29998779,3381.60009766
950329.01000023,800231.88999939,3433.65991211
950329.10000038,800436.32000732,3371.15991211
950329.19000053,800101.15999997,3471.33007813
950329.29999924,800198.98000336,3435.94995117
950329.13999939,800243.36999512,3444.81005859
950329.31999969,800481.70999146,3364.94995117
950329.37000084,800223.68000031,3450.80004883
950329.62999916,800305.46000671,3404.76000977
950329.47999954,800153.93999863,3469.97998047
950329.62999916,800242.16999817,3431.44995117
950329.78000069,800317.02000427,3399.47998047
950329.62000084,800412.57000732,3387.52001953
950329.77000046,800094.09000015,3468.56005859
950329.95000076,800372.67001343,3383.80004883
950330.23999977,800123.84000015,3458.55004883
950330.29999924,800170.16000366,3443.70996094
950330.17000008,800263.02000427,3432.79003906
950330.35000038,800267.63999939,3417.32006836
950330.46999931,800387.47000122,3379.31005859
950330.45000076,800427.20999146,3373.52001953
950330.82999992,800109.25,3462.59008789
950330.87000084,800134.88000107,3455.37988281
950330.97999954,800208.66999817,3432.92993164
950331.27000046,800348.19999695,3388.5300293
950331.27000046,800380.04000854,3380.11010742
950331.26000023,800405.69000244,3375.84008789
950331.27000046,800444.41000366,3369.19995117
950331.26000023,800450.6499939,3368.77001953
950331.25,800457.17001343,3368.04003906
950331.23999977,800487.41000366,3362.69995117
950331.06999969,800480.92001343,3374.9699707
950331.23999977,800494.04000854,3361.30004883
950331.21999931,800501.16000366,3361.15991211
950331.20000076,800507.79000854,3360.25
950331.39999962,800115.44999981,3460.19995117
950331.46999931,800141.22000122,3452.83007813
950331.52000046,800157.15999985,3447.69995117
950331.56999969,800177.27999878,3440.92993164
950331.43000031,800185.37999725,3447.43994141
950331.57999992,800184.37000275,3439.25
950331.35000038,800260.16000366,3440.10009766
950331.56999969,800266.08999634,3426.34008789
950331.65999985,800275.03999329,3420.31005859
950331.79999924,800278.53999329,3411.60009766
950331.98999977,800325.07000732,3395.02001953
950332.04999924,800338.96000671,3389.2199707
950332.02999878,800355.30999756,3387.06005859
950332.02000046,800363.02999878,3385.45996094
950332.06000137,800393.3500061,3377.64990234
950331.79999924,800399.10998535,3391.58007813
950332.04999924,800421.23999023,3374.44995117
950332,800464.25,3371.13989258
950331.84000015,800471.61999512,3378.98999023
950331.90999985,800163.04999924,3445.30004883
950331.97999954,800190.41999817,3437.69995117
950332.09999847,800232.33999634,3426.40991211
950331.85000038,800243.61000061,3437.95996094
950331.64999962,800255.92999268,3446.73999023
950332.34999847,800296.02999878,3406.04003906
950332.5,800397.86999512,3384.20996094
950332.41999817,800405.45999146,3387.69995117
950332.65000153,800412.17001343,3374.89990234
950331.87000084,800217.94999695,3449.08007813
950332.09999847,800269.03999329,3433.13989258
950332.54999924,800284.6499939,3409.09008789
950332.79000092,800331.52000427,3394.19995117
950332.97000122,800399.5,3375.94995117
950332.18999863,800106.65999985,3469.58007813
950332.61000061,800208.87000275,3441.98999023
950332.95999908,800261.21000671,3422.25
950333.88000107,800513.38000488,3357.60009766
950332.79000092,800155.52999878,3460.7800293
950332.84999847,800181.79000092,3455.58007813
950333.36999893,800214.20999908,3431.33007813
950333.43000031,800222.37999725,3428.05004883
950333.08000183,800249.53999329,3439.86010742
950333.93000031,800307.44000244,3400.64990234
950334.22000122,800368.41000366,3382.16992188
950334.36999893,800431.3999939,3370.17993164
950333.22000122,800098.64999998,3465.37011719
950333.43000031,800128.21999931,3455.39990234
950333.52999878,800147.06000137,3450.12988281
950333.81999969,800202.62000275,3433.43994141
950334.11000061,800285.33000183,3415.59008789
950334.81999969,800374.26000977,3379.84008789
950334.97000122,800438.5,3368.9699707
950334.54000092,800476.41000366,3382.01000977
950334.06000137,800236.42999268,3431.59008789
950334.43000031,800262.88999939,3415.73999023
950334.49000168,800270.25999451,3413.11010742
950334.72000122,800301.66999817,3403.43994141
950335.22999954,800469.54000854,3371.94995117
950334.63999939,800290.08000183,3406.54003906
950334.43000031,800410.86999512,3392.05004883
950335.02000046,800462.17001343,3365.89990234
950334.54999924,800520.51998901,3356.01000977
950332.75999832,800255.27999878,3419.36010742
950335.97000122,800504.01998901,3357.73999023
950335.63000107,800424.23001099,3370.22998047
950335.93999863,800482.32000732,3378.87011719
950336.52000046,800496.54998779,3358.68994141
950336.88000107,800526.10998535,3353.34008789
950336.04000092,800417.04998779,3372.06005859
950336.52999878,800453.48001099,3366.14990234
950336.25999832,800467.91000366,3382.45996094
950336.18999863,800384.61999512,3377.79003906
950336,800388.75,3386.64990234
950335.97999954,800403.66000366,3392.66992188
950336.24000168,800414.22000122,3386.63989258
950337.06000137,800445.73001099,3367.2199707
950336.97000122,800463.64001465,3377.55004883
950335.54999924,800313.86999512,3399.98999023
950335.68999863,800319.97000122,3397.52001953
950336.22999954,800343.6000061,3386.88989258
950336.36000061,800350.33000183,3384.70996094
950336.47999954,800358.17999268,3383.0300293
950336.95999908,800401.58999634,3380.58007813
950337.18999863,800405.30999756,3373.42993164
950338.77999878,800509.51000977,3355.62011719
950339.13999939,800531.76998901,3350.65991211
950335.24000168,800280.8999939,3419.87988281
950336.79000092,800334.55999756,3389.07006836
950337.16999817,800368.97000122,3388.17993164
950337.75999832,800390.63000488,3375.88989258
950339.81000137,800516.69000244,3353.81005859
950334.40999985,800195.41999817,3434.57006836
950337.31999969,800327.30000305,3392.60009766
950338.06000137,800374.73001099,3385.66992188
950338.66999817,800396.76998901,3374.26000977
950338.90999985,800411.1499939,3371.88989258
950338.49000168,800409.11999512,3383.7800293
950341.18000031,800539.11999512,3347.38989258
950337.06999969,800298.41999817,3409.64990234
950338.81999969,800364.20001221,3382.7199707
950339.15000153,800379.07998657,3377.84008789
950340.06999969,800428.16000366,3368.08007813
950340.18999863,800435.17999268,3367.27001953
950340.63000107,800458.07998657,3363.06005859
950340.38000107,800463.38000488,3371.95996094
950340.09999847,800472.8500061,3383.08007813
950341.36000061,800500.08999634,3356.73999023
950336.11999893,800227.68000031,3424.95996094
950335.65000153,800243.77999878,3442.91992188
950336.11999893,800259.3500061,3435.54003906
950336.86999893,800271.05999756,3419.5300293
950337.40000153,800280.69000244,3408.58007813
950337.31000137,800292.66000366,3415.12011719
950339.77000046,800393.07998657,3382.5300293
950342.61000061,800523.16000366,3350.82006836
950336.74000168,800261.21000671,3427.22998047
950340.02999878,800370.20999146,3379.60009766
950341.63999939,800449.52999878,3365.0300293
950341.54000092,800469.07998657,3374.48999023
950341.63000107,800480.02999878,3376.15991211
950340.56000137,800407.3999939,3389.44995117
950341.50999832,800420.02999878,3370.19995117
950343.11999893,800493.01998901,3356.11010742
950344.27000046,800544.8500061,3345.09008789
950336.65999985,800239.6000061,3437
950336.68000031,800257.3999939,3442.7800293
950338.24000168,800274.8999939,3411.11010742
950338.45000076,800286.77999878,3410.22998047
950339.29999924,800309.13999939,3397.79003906
950342.56000137,800442,3365.29003906
950343.97999954,800506.26000977,3353.7800293
950335.77000046,800167.22000122,3441.85009766
950336.83000183,800208.05999756,3430.77001953
950337.11999893,800217.23000336,3427.16992188
950337.54999924,800234.30000305,3422.97998047
950339.43000031,800306.25999451,3404.51000977
950340.72000122,800338.55999756,3386
950340.79000092,800353.55000305,3389.42993164
950341.50999832,800385.29998779,3382.67993164
950342.22000122,800401.26998901,3371.44995117
950342.72000122,800466.92999268,3382.79003906
950345.11999893,800529.22000122,3348.12988281
950336.36000061,800188.70999908,3445.38989258
950336.54000092,800212.73000336,3449.06005859
950337.75,800246.46000671,3433.27001953
950338.97999954,800265.32000732,3412.02001953
950340.00999832,800299.32000732,3400.31005859
950340.06000137,800313.63000488,3404.31005859
950340.65000153,800321.69999695,3393.91992188
950341.5,800346.13999939,3383.2199707
950342.52000046,800403.48999023,3378.15991211
950344.20999908,800464.05999756,3360.70996094
950345.33000183,800513.85998535,3352.05004883
950346.27000046,800550.72000122,3342.77001953
950335.25999832,800119.54999924,3457.18994141
950336.25999832,800152.59000015,3446.58007813
950336.88999939,800173.55999756,3439.62988281
950337.15000153,800182.41000366,3436.92993164
950337.52999878,800209.51000214,3436.93994141
950342.20000076,800355.44999695,3383.11010742
950342.93000031,800384.79000854,3376.05004883
950346.52000046,800535.72000122,3345.86010742
950336.90000153,800158.72000122,3444
950336.88000107,800180.05000305,3450.84008789
950337.77000046,800189.93000031,3435.14990234
950337.61999893,800197.77999878,3440.5300293
950337.34999847,800205.25,3448.27001953
950339.52999878,800263.21000671,3420.56005859
950342.09999847,800330.5,3388.04003906
950343.29999924,800374.66000366,3375.7199707
950343.61999893,800391.42001343,3373.84008789
950342.99000168,800401.22000122,3389.34008789
950336.06999969,800134.74000168,3459.2800293
950338.15000153,800215.37999725,3440.62988281
950340.33000183,800282.82000732,3416.18994141
950343.90999985,800411.8999939,3380.66992188
950345.49000168,800454.29000854,3361.29003906
950345.27999878,800466.79998779,3369.51000977
950344.86000061,800464.11999512,3376.94995117
